Time,"User full name","Affected user","Event context",Component,"Event name",Description,Origin,"IP address"
"30/10/23, 12:33:23","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'mediafile' for component 'mod_lesson' from 'Not set' to ''.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:23","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'keepold_adv' for component 'imscp' from 'Not set' to ''.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:23","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'keepold' for component 'imscp' from 'Not set' to '1'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:23","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'glossary_fullmatch' for component 'core' from 'Not set' to '0'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:23","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'glossary_casesensitive' for component 'core' from 'Not set' to '0'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:23","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'glossary_linkentries' for component 'core' from 'Not set' to '0'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:23","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'glossary_enablerssfeeds' for component 'core' from 'Not set' to '0'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:23","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'glossary_defaultapproval' for component 'core' from 'Not set' to '1'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:23","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'glossary_linkbydefault' for component 'core' from 'Not set' to '1'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:23","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'glossary_allowcomments' for component 'core' from 'Not set' to '0'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:23","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'glossary_dupentries' for component 'core' from 'Not set' to '0'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:23","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'glossary_entbypage' for component 'core' from 'Not set' to '10'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:23","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'forum_enabletimedposts' for component 'core' from 'Not set' to '1'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:23","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'forum_enablerssfeeds' for component 'core' from 'Not set' to '0'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:23","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'digestmailtime' for component 'core' from 'Not set' to '17'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:23","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'forum_cleanreadtime' for component 'core' from 'Not set' to '2'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:23","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'forum_usermarksread' for component 'core' from 'Not set' to '0'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:23","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'forum_oldpostdays' for component 'core' from 'Not set' to '14'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:23","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'forum_allowforcedreadtracking' for component 'core' from 'Not set' to '0'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:23","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'forum_trackreadposts' for component 'core' from 'Not set' to '1'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:23","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'forum_trackingtype' for component 'core' from 'Not set' to '1'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:23","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'forum_subscription' for component 'core' from 'Not set' to '0'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:23","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'forum_maxattachments' for component 'core' from 'Not set' to '9'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:23","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'forum_maxbytes' for component 'core' from 'Not set' to '512000'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:23","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'forum_manydiscussions' for component 'core' from 'Not set' to '100'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:23","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'forum_longpost' for component 'core' from 'Not set' to '600'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:23","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'forum_shortpost' for component 'core' from 'Not set' to '300'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:23","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'forum_displaymode' for component 'core' from 'Not set' to '3'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:23","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'maxsizetodownload' for component 'folder' from 'Not set' to '0'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:23","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'showexpanded' for component 'folder' from 'Not set' to '1'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:23","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'filterfiles' for component 'resource' from 'Not set' to '0'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:23","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'popupheight' for component 'resource' from 'Not set' to '450'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:23","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'popupwidth' for component 'resource' from 'Not set' to '620'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:23","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'showdate' for component 'resource' from 'Not set' to '0'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:23","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'showtype' for component 'resource' from 'Not set' to '0'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:23","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'showsize' for component 'resource' from 'Not set' to '0'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:23","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'display' for component 'resource' from 'Not set' to '0'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:23","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'printintro' for component 'resource' from 'Not set' to '1'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:23","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'displayoptions' for component 'resource' from 'Not set' to '0,1,4,5,6'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:23","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'framesize' for component 'resource' from 'Not set' to '130'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:23","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'feedback_allowfullanonymous' for component 'core' from 'Not set' to '0'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:23","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'data_enablerssfeeds' for component 'core' from 'Not set' to '0'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:23","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'chat_servermax' for component 'core' from 'Not set' to '100'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:23","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'chat_serverport' for component 'core' from 'Not set' to '9111'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:23","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'chat_serverip' for component 'core' from 'Not set' to '127.0.0.1'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:23","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'chat_serverhost' for component 'core' from 'Not set' to 'localhost'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:23","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'chat_normal_updatemode' for component 'core' from 'Not set' to 'jsupdate'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:23","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'chat_refresh_room' for component 'core' from 'Not set' to '5'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:23","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'chat_old_ping' for component 'core' from 'Not set' to '35'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:23","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'chat_refresh_userlist' for component 'core' from 'Not set' to '10'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:23","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'chat_method' for component 'core' from 'Not set' to 'ajax'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:23","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'numbering' for component 'book' from 'Not set' to '1'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:23","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'numberingoptions' for component 'book' from 'Not set' to '0,1,2,3'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:23","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'bigbluebuttonbn_guestaccess_enabled' for component 'core' from 'Not set' to '0'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:23","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'bigbluebuttonbn_meetingevents_enabled' for component 'core' from 'Not set' to '0'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:23","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'bigbluebuttonbn_recordingready_enabled' for component 'core' from 'Not set' to '0'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:23","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'bigbluebuttonbn_hideuserlist_editable' for component 'core' from 'Not set' to '1'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:23","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'bigbluebuttonbn_hideuserlist_default' for component 'core' from 'Not set' to '0'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:23","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'bigbluebuttonbn_disablenote_editable' for component 'core' from 'Not set' to '1'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:23","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'bigbluebuttonbn_disablenote_default' for component 'core' from 'Not set' to '0'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:23","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'bigbluebuttonbn_disablepublicchat_editable' for component 'core' from 'Not set' to '1'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:23","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'bigbluebuttonbn_disablepublicchat_default' for component 'core' from 'Not set' to '0'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:23","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'bigbluebuttonbn_disableprivatechat_editable' for component 'core' from 'Not set' to '1'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:23","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'bigbluebuttonbn_disableprivatechat_default' for component 'core' from 'Not set' to '0'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:23","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'bigbluebuttonbn_disablemic_editable' for component 'core' from 'Not set' to '1'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:23","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'bigbluebuttonbn_disablemic_default' for component 'core' from 'Not set' to '0'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:23","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'bigbluebuttonbn_disablecam_editable' for component 'core' from 'Not set' to '1'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:23","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'bigbluebuttonbn_disablecam_default' for component 'core' from 'Not set' to '0'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:23","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'bigbluebuttonbn_muteonstart_editable' for component 'core' from 'Not set' to '0'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:23","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'bigbluebuttonbn_muteonstart_default' for component 'core' from 'Not set' to '0'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:23","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'bigbluebuttonbn_participant_moderator_default' for component 'core' from 'Not set' to '0'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:23","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'bigbluebuttonbn_userlimit_editable' for component 'core' from 'Not set' to '0'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:23","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'bigbluebuttonbn_userlimit_default' for component 'core' from 'Not set' to '0'.",web,0:0:0:0:0:0:0:1
